County,City,Model Year,Maker,Model,EV Type,CAFV Eligibility,Electric Range,Electric Utility
Snohomish,Monroe,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Mountlake Terrace,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Bothell,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Lake Stevens,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Kitsap,Indianola,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Edmonds,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Kitsap,Bremerton,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Everett,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Skagit,Burlington,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Snohomish,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Kitsap,Port Orchard,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Walla Walla,Walla Walla,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PACIFICORP
Snohomish,Mill Creek,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Spokane,Spokane,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,AVISTA CORP
Spokane,Nine Mile Falls,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,AVISTA CORP
Snohomish,Lynnwood,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Brier,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Skagit,Mount Vernon,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Kittitas,Easton,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Island,Clinton,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Stanwood,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Marysville,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Arlington,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Spokane,Liberty Lake,2019,VOLVO,S60,PHEV,Not eligible,22,AVISTA CORP
Snohomish,Mukilteo,2019,VOLVO,S60,PHEV,Not eligible,22,PSE INC
Snohomish,Marysville,2019,VOLVO,S90,PHEV,Not eligible,21,PSE INC
Kitsap,Bainbridge Island,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Thurston,Olympia,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kittitas,Ellensburg,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Snohomish,Everett,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Spokane,Spokane Valley,2019,VOLVO,XC60,PHEV,Not eligible,17,AVISTA CORP
Snohomish,Lake Stevens,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Snohomish,Snohomish,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kitsap,Bremerton,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Snohomish,Bothell,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Snohomish,Marysville,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Skagit,Anacortes,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Spokane,Spokane,2019,VOLVO,XC60,PHEV,Not eligible,17,AVISTA CORP
Snohomish,Edmonds,2019,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kitsap,Bainbridge Island,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Snohomish,Bothell,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Thurston,Olympia,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Snohomish,Lake Stevens,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Spokane,Spokane,2019,VOLVO,XC90,PHEV,Not eligible,17,AVISTA CORP
Snohomish,Edmonds,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Skagit,Mount Vernon,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Snohomish,Lynnwood,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Island,Langley,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Snohomish,Mountlake Terrace,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Snohomish,Monroe,2019,VOLVO,XC90,PHEV,Not eligible,17,PSE INC
Thurston,Lacey,2020,AUDI,E-TRON SPORTBACK,BEV,Eligible,218,PSE INC
Kitsap,Bainbridge Island,2020,AUDI,E-TRON SPORTBACK,BEV,Eligible,218,PSE INC
Snohomish,Bothell,2020,AUDI,E-TRON SPORTBACK,BEV,Eligible,218,PSE INC
Snohomish,Mukilteo,2020,AUDI,E-TRON SPORTBACK,BEV,Eligible,218,PSE INC
Island,Clinton,2020,AUDI,E-TRON SPORTBACK,BEV,Eligible,218,PSE INC
Thurston,Olympia,2020,AUDI,E-TRON SPORTBACK,BEV,Eligible,218,PSE INC
Kitsap,Bremerton,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Thurston,Olympia,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Kitsap,Silverdale,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Kitsap,Bainbridge Island,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Kitsap,Poulsbo,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Snohomish,Bothell,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Kitsap,Port Orchard,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Spokane,Valleyford,2020,AUDI,Q5 E,PHEV,Not eligible,20,AVISTA CORP
Yakima,Yakima,2020,AUDI,Q5 E,PHEV,Not eligible,20,PACIFICORP
Snohomish,Edmonds,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Snohomish,Lynnwood,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Snohomish,Everett,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Snohomish,Snohomish,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Snohomish,Mill Creek,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Kittitas,Cle Elum,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Thurston,Lacey,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Snohomish,Lake Stevens,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Spokane,Spokane,2020,AUDI,Q5 E,PHEV,Not eligible,20,AVISTA CORP
Island,Freeland,2020,AUDI,Q5 E,PHEV,Not eligible,20,PSE INC
Snohomish,Mukilteo,2020,BENTLEY,BENTAYGA,PHEV,Not eligible,18,PSE INC
Kitsap,Bainbridge Island,2020,BMW,I3,BEV,Eligible,153,PSE INC
Snohomish,Marysville,2020,BMW,I3,PHEV,Eligible,126,PSE INC
Whitman,Rosalia,2020,BMW,I3,PHEV,Eligible,126,AVISTA CORP
Island,Langley,2020,BMW,I3,PHEV,Eligible,126,PSE INC
Snohomish,Marysville,2020,BMW,I3,BEV,Eligible,153,PSE INC
Skagit,Anacortes,2020,BMW,I3,PHEV,Eligible,126,PSE INC
Snohomish,Lynnwood,2020,BMW,I3,BEV,Eligible,153,PSE INC
Thurston,Rochester,2020,BMW,X3,PHEV,Not eligible,17,PSE INC
Snohomish,Bothell,2020,BMW,X3,PHEV,Not eligible,17,PSE INC
Snohomish,Snohomish,2020,BMW,X3,PHEV,Not eligible,17,PSE INC
Spokane,Spokane,2020,BMW,X3,PHEV,Not eligible,17,AVISTA CORP
Spokane,Cheney,2020,BMW,X3,PHEV,Not eligible,17,AVISTA CORP
Thurston,Rainier,2020,BMW,X3,PHEV,Not eligible,17,PSE INC
Snohomish,Sultan,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Thurston,Olympia,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Thurston,Tumwater,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Lynnwood,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Bremerton,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Bainbridge Island,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Everett,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Port Orchard,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Olalla,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Thurston,Tenino,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Lake Stevens,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Yakima,Moxee,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PACIFICORP
Island,Oak Harbor,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Monroe,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Silverdale,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Seabeck,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Kingston,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Thurston,Rainier,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Bothell,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Suquamish,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Arlington,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Mill Creek,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Poulsbo,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Indianola,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Brier,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Edmonds,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Stevens,Colville,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Kitsap,Hansville,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Yakima,Yakima,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PACIFICORP
Kittitas,Ellensburg,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Spokane,Spokane,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Island,Langley,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Skagit,Mount Vernon,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Spokane,Cheney,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Whitman,Pullman,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Thurston,Lacey,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Snohomish,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Marysville,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Thurston,Yelm,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Walla Walla,Walla Walla,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PACIFICORP
Island,Freeland,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Mukilteo,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Skagit,Burlington,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Spokane,Spokane Valley,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Skagit,La Conner,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Skagit,Anacortes,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Adams,Ritzville,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Island,Greenbank,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Skagit,Sedro-Woolley,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Spokane,Greenacres,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Snohomish,Woodinville,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Mountlake Terrace,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Island,Clinton,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Ferry,Kettle Falls,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Walla Walla,College Place,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PACIFICORP
Stevens,Loon Lake,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,AVISTA CORP
Skagit,Darrington,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kittitas,Ronald,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Snohomish,Stanwood,2020,CHEVROLET,BOLT EV,BEV,Eligible,259,PSE INC
Kitsap,Poulsbo,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Kitsap,Bainbridge Island,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Kitsap,Silverdale,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Mill Creek,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Thurston,Olympia,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Thurston,Tumwater,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Edmonds,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Bothell,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Kitsap,Port Orchard,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Kitsap,Kingston,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Marysville,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Stevens,Colville,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,AVISTA CORP
Kitsap,Indianola,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Spokane,Spokane,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,AVISTA CORP
Snohomish,Lake Stevens,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Adams,Lind,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,AVISTA CORP
Snohomish,Monroe,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Kitsap,Bremerton,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Snohomish,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Thurston,Yelm,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Spokane,Spokane Valley,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,AVISTA CORP
Skagit,Mount Vernon,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Lynnwood,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Everett,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Spokane,Cheney,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,AVISTA CORP
Spokane,Airway Heights,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,AVISTA CORP
Skagit,Sedro-Woolley,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Walla Walla,Walla Walla,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PACIFICORP
Snohomish,Woodinville,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Island,Clinton,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Skagit,Marblemount,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Island,Oak Harbor,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Snohomish,Mukilteo,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32,PSE INC
Thurston,Rainier,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Island,Coupeville,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Thurston,Yelm,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Kitsap,Bremerton,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Snohomish,Bothell,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Thurston,Olympia,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Snohomish,Snohomish,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Kitsap,Port Orchard,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Kitsap,Indianola,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Island,Oak Harbor,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Thurston,Tumwater,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Snohomish,Everett,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Whitman,Endicott,2020,FORD,FUSION,PHEV,Not eligible,26,AVISTA CORP
Spokane,Spokane,2020,FORD,FUSION,PHEV,Not eligible,26,AVISTA CORP
Skagit,Bow,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Skagit,Anacortes,2020,FORD,FUSION,PHEV,Not eligible,26,PSE INC
Yakima,Yakima,2020,FORD,FUSION,PHEV,Not eligible,26,PACIFICORP
Kitsap,Olalla,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Thurston,Olympia,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Bothell,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Everett,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Mukilteo,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Thurston,Tumwater,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Snohomish,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Monroe,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Kitsap,Bainbridge Island,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Walla Walla,Walla Walla,2020,HONDA,CLARITY,PHEV,Eligible,47,PACIFICORP
Snohomish,Mountlake Terrace,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Lynnwood,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Island,Oak Harbor,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Spokane,Spangle,2020,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Island,Langley,2020,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Kitsap,Bremerton,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Thurston,Olympia,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Kitsap,Port Orchard,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Thurston,Lacey,2020,HYUNDAI,IONIQ,BEV,Eligible,170,PSE INC
Snohomish,Mill Creek,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Snohomish,Stanwood,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Skagit,Mount Vernon,2020,HYUNDAI,IONIQ,BEV,Eligible,170,PSE INC
Spokane,Greenacres,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,AVISTA CORP
Snohomish,Snohomish,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Kitsap,Bainbridge Island,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Snohomish,Bothell,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Snohomish,Mountlake Terrace,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Snohomish,Edmonds,2020,HYUNDAI,IONIQ,BEV,Eligible,170,PSE INC
Snohomish,Everett,2020,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Kitsap,Bremerton,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Kitsap,Port Orchard,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Thurston,Olympia,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Yakima,Yakima,2020,HYUNDAI,KONA,BEV,Eligible,258,PACIFICORP
Thurston,Lacey,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Kitsap,Silverdale,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Snohomish,Snohomish,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Snohomish,Everett,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Skagit,Burlington,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Snohomish,Bothell,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Snohomish,Brier,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Spokane,Spokane Valley,2020,HYUNDAI,KONA,BEV,Eligible,258,AVISTA CORP
Skagit,Anacortes,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Thurston,Yelm,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Island,Greenbank,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Skagit,Mount Vernon,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Snohomish,Mukilteo,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Island,Langley,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Snohomish,Edmonds,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Kitsap,Bainbridge Island,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Spokane,Spokane,2020,HYUNDAI,KONA,BEV,Eligible,258,AVISTA CORP
Skagit,Sedro-Woolley,2020,HYUNDAI,KONA,BEV,Eligible,258,PSE INC
Thurston,Olympia,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Kitsap,Poulsbo,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Kitsap,Bainbridge Island,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Snohomish,Mukilteo,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Skagit,Anacortes,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Snohomish,Mill Creek,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Spokane,Spokane,2020,JAGUAR,I-PACE,BEV,Eligible,234,AVISTA CORP
Snohomish,Snohomish,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Snohomish,Monroe,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Snohomish,Woodway,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Kitsap,Bremerton,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Snohomish,Lake Stevens,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Island,Clinton,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Snohomish,Everett,2020,JAGUAR,I-PACE,BEV,Eligible,234,PSE INC
Kitsap,Bainbridge Island,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Island,Oak Harbor,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Whitman,Pullman,2020,KIA,NIRO,BEV,Eligible,239,AVISTA CORP
Thurston,Olympia,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Thurston,Olympia,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Snohomish,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Kitsap,Bainbridge Island,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Kitsap,Silverdale,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Kitsap,Bremerton,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Kitsap,Poulsbo,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Kitsap,Bremerton,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Lake Stevens,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Marysville,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Bothell,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Thurston,Lacey,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Island,Oak Harbor,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Thurston,Lacey,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Island,Coupeville,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Yakima,Yakima,2020,KIA,NIRO,BEV,Eligible,239,PACIFICORP
Kitsap,Port Orchard,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Everett,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Spokane,Mead,2020,KIA,NIRO,BEV,Eligible,239,AVISTA CORP
Snohomish,Granite Falls,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Thurston,Tumwater,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Arlington,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Mukilteo,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Skagit,Anacortes,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Everett,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Lake Stevens,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Thurston,Rochester,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Edmonds,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Lynnwood,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Island,Coupeville,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Skagit,Mount Vernon,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Snohomish,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Mill Creek,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Spokane,Liberty Lake,2020,KIA,NIRO,BEV,Eligible,239,AVISTA CORP
Skagit,Anacortes,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Arlington,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Skagit,La Conner,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Snohomish,Lynnwood,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Spokane,Otis Orchards,2020,KIA,NIRO,BEV,Eligible,239,AVISTA CORP
Snohomish,Edmonds,2020,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Island,Langley,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
Kitsap,Kingston,2020,KIA,NIRO,BEV,Eligible,239,PSE INC
